## file created 24.Feb.2016 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A000A45  10   4   b   16       5          1              2      HT   -20    69      0
 4A0009C5  10   4   b   16       5          1              0      HT   -19    69      0
 4A000AC5  10   4   b   16       5          2              0      HT   -21    69      0
 4A000AC6  10   4   b   16       5          2              1      HT   -21    70      0
 4A0005C8  10   5   t   16       6          6              1      HT   -11    72      0
 4A0003C8  10   5   t   16       6          4              1      HT    -7    72      0
 4A0001C8  10   5   t   16       6          2              1      HT    -3    72      0
 4A0002C8  10   5   t   16       6          3              1      HT    -5    72      0
 4A0000C8  10   5   t   16       6          1              1      HT    -1    72      0
 4A0004C8  10   5   t   16       6          5              1      HT    -9    72      0
 4A0005C7  10   5   t   16       6          6              0      HT   -11    71      0
 4A0003C7  10   5   t   16       6          4              0      HT    -7    71      0
 4A0001C7  10   5   t   16       6          2              0      HT    -3    71      0
 4A0002C7  10   5   t   16       6          3              0      HT    -5    71      0
 4A0000C7  10   5   t   16       6          1              0      HT    -1    71      0
 4A0004C7  10   5   t   16       6          5              0      HT    -9    71      0
 4A000548  10   5   t   16       6          5              3      HT   -10    72      0
 4A000348  10   5   t   16       6          3              3      HT    -6    72      0
 4A000148  10   5   t   16       6          1              3      HT    -2    72      0
 4A000448  10   5   t   16       6          4              3      HT    -8    72      0
 4A000248  10   5   t   16       6          2              3      HT    -4    72      0
 4A000648  10   5   t   16       6          6              3      HT   -12    72      0
 4A000547  10   5   t   16       6          5              2      HT   -10    71      0
 4A000347  10   5   t   16       6          3              2      HT    -6    71      0
 4A000147  10   5   t   16       6          1              2      HT    -2    71      0
 4A000447  10   5   t   16       6          4              2      HT    -8    71      0
 4A000247  10   5   t   16       6          2              2      HT    -4    71      0
 4A000647  10   5   t   16       6          6              2      HT   -12    71      0
 4A000582  10   5   b   16       7          6              1      HT   -11     2      0
 4A000382  10   5   b   16       7          4              1      HT    -7     2      0
 4A000182  10   5   b   16       7          2              1      HT    -3     2      0
 4A000282  10   5   b   16       7          3              1      HT    -5     2      0
 4A000082  10   5   b   16       7          1              1      HT    -1     2      0
 4A000482  10   5   b   16       7          5              1      HT    -9     2      0
 4A000581  10   5   b   16       7          6              0      HT   -11     1      0
 4A000381  10   5   b   16       7          4              0      HT    -7     1      0
 4A000181  10   5   b   16       7          2              0      HT    -3     1      0
 4A000281  10   5   b   16       7          3              0      HT    -5     1      0
 4A000081  10   5   b   16       7          1              0      HT    -1     1      0
 4A000481  10   5   b   16       7          5              0      HT    -9     1      0
 4A000502  10   5   b   16       7          5              3      HT   -10     2      0
 4A000302  10   5   b   16       7          3              3      HT    -6     2      0
 4A000102  10   5   b   16       7          1              3      HT    -2     2      0
 4A000402  10   5   b   16       7          4              3      HT    -8     2      0
 4A000202  10   5   b   16       7          2              3      HT    -4     2      0
 4A000602  10   5   b   16       7          6              3      HT   -12     2      0
 4A000501  10   5   b   16       7          5              2      HT   -10     1      0
 4A000301  10   5   b   16       7          3              2      HT    -6     1      0
 4A000101  10   5   b   16       7          1              2      HT    -2     1      0
 4A000401  10   5   b   16       7          4              2      HT    -8     1      0
 4A000201  10   5   b   16       7          2              2      HT    -4     1      0
 4A000601  10   5   b   16       7          6              2      HT   -12     1      0
 4A000748  10   6   t   16       8          1              3      HT   -14    72      0
 4A0007C8  10   6   t   16       8          2              1      HT   -15    72      0
 4A0006C8  10   6   t   16       8          1              1      HT   -13    72      0
 4A000848  10   6   t   16       8          2              3      HT   -16    72      0
 4A000747  10   6   t   16       8          1              2      HT   -14    71      0
 4A0007C7  10   6   t   16       8          2              0      HT   -15    71      0
 4A0006C7  10   6   t   16       8          1              0      HT   -13    71      0
 4A000847  10   6   t   16       8          2              2      HT   -16    71      0
 4A0008C8  10   6   t   16       8          3              1      HT   -17    72      0
 4A000CC7  10   6   t   16       8          4              0      HT   -25    71      0
 4A000CC8  10   6   t   16       8          4              1      HT   -25    72      0
 4A000948  10   6   t   16       8          3              3      HT   -18    72      0
 4A0008C7  10   6   t   16       8          3              0      HT   -17    71      0
 4A000D47  10   6   t   16       8          4              2      HT   -26    71      0
 4A000D48  10   6   t   16       8          4              3      HT   -26    72      0
 4A000947  10   6   t   16       8          3              2      HT   -18    71      0
 4A000702  10   6   b   16       9          1              3      HT   -14     2      0
 4A000782  10   6   b   16       9          2              1      HT   -15     2      0
 4A000682  10   6   b   16       9          1              1      HT   -13     2      0
 4A000802  10   6   b   16       9          2              3      HT   -16     2      0
 4A000701  10   6   b   16       9          1              2      HT   -14     1      0
 4A000781  10   6   b   16       9          2              0      HT   -15     1      0
 4A000681  10   6   b   16       9          1              0      HT   -13     1      0
 4A000801  10   6   b   16       9          2              2      HT   -16     1      0
 4A000882  10   6   b   16       9          3              1      HT   -17     2      0
 4A000D01  10   6   b   16       9          4              2      HT   -26     1      0
 4A000D02  10   6   b   16       9          4              3      HT   -26     2      0
 4A000902  10   6   b   16       9          3              3      HT   -18     2      0
 4A000881  10   6   b   16       9          3              0      HT   -17     1      0
 4A000C81  10   6   b   16       9          4              0      HT   -25     1      0
 4A000C82  10   6   b   16       9          4              1      HT   -25     2      0
 4A000901  10   6   b   16       9          3              2      HT   -18     1      0
 4A000DC7  10   7   t   16      10          4              0      HT   -27    71      0
 4A000DC8  10   7   t   16      10          4              1      HT   -27    72      0
 4A000BC7  10   7   t   16      10          3              0      HT   -23    71      0
 4A000BC8  10   7   t   16      10          3              1      HT   -23    72      0
 4A000E47  10   7   t   16      10          4              2      HT   -28    71      0
 4A000E48  10   7   t   16      10          4              3      HT   -28    72      0
 4A000C47  10   7   t   16      10          3              2      HT   -24    71      0
 4A000C48  10   7   t   16      10          3              3      HT   -24    72      0
 4A000A48  10   7   t   16      10          1              3      HT   -20    72      0
 4A0009C8  10   7   t   16      10          1              1      HT   -19    72      0
 4A000AC7  10   7   t   16      10          2              0      HT   -21    71      0
 4A000AC8  10   7   t   16      10          2              1      HT   -21    72      0
 4A000A47  10   7   t   16      10          1              2      HT   -20    71      0
 4A0009C7  10   7   t   16      10          1              0      HT   -19    71      0
 4A000B47  10   7   t   16      10          2              2      HT   -22    71      0
 4A000B48  10   7   t   16      10          2              3      HT   -22    72      0
 4A000E01  10   7   b   16      11          4              2      HT   -28     1      0
 4A000E02  10   7   b   16      11          4              3      HT   -28     2      0
 4A000C01  10   7   b   16      11          3              2      HT   -24     1      0
 4A000C02  10   7   b   16      11          3              3      HT   -24     2      0
 4A000D81  10   7   b   16      11          4              0      HT   -27     1      0
 4A000D82  10   7   b   16      11          4              1      HT   -27     2      0
 4A000B81  10   7   b   16      11          3              0      HT   -23     1      0
 4A000B82  10   7   b   16      11          3              1      HT   -23     2      0
 4A000A02  10   7   b   16      11          1              3      HT   -20     2      0
 4A000982  10   7   b   16      11          1              1      HT   -19     2      0
 4A000B01  10   7   b   16      11          2              2      HT   -22     1      0
 4A000B02  10   7   b   16      11          2              3      HT   -22     2      0
 4A000A01  10   7   b   16      11          1              2      HT   -20     1      0
 4A000981  10   7   b   16      11          1              0      HT   -19     1      0
 4A000A81  10   7   b   16      11          2              0      HT   -21     1      0
 4A000A82  10   7   b   16      11          2              1      HT   -21     2      0
 4A0025C3  10  13   t   17       0          6              0      HT    11    67      0
 4A0023C3  10  13   t   17       0          4              0      HT     7    67      0
 4A0021C3  10  13   t   17       0          2              0      HT     3    67      0
 4A0022C3  10  13   t   17       0          3              0      HT     5    67      0
 4A0020C3  10  13   t   17       0          1              0      HT     1    67      0
 4A0024C3  10  13   t   17       0          5              0      HT     9    67      0
 4A0025C4  10  13   t   17       0          6              1      HT    11    68      0
 4A0023C4  10  13   t   17       0          4              1      HT     7    68      0
 4A0021C4  10  13   t   17       0          2              1      HT     3    68      0
 4A0022C4  10  13   t   17       0          3              1      HT     5    68      0
 4A0020C4  10  13   t   17       0          1              1      HT     1    68      0
 4A0024C4  10  13   t   17       0          5              1      HT     9    68      0
 4A002543  10  13   t   17       0          5              2      HT    10    67      0
 4A002343  10  13   t   17       0          3              2      HT     6    67      0
 4A002143  10  13   t   17       0          1              2      HT     2    67      0
 4A002443  10  13   t   17       0          4              2      HT     8    67      0
 4A002243  10  13   t   17       0          2              2      HT     4    67      0
 4A002643  10  13   t   17       0          6              2      HT    12    67      0
 4A002544  10  13   t   17       0          5              3      HT    10    68      0
 4A002344  10  13   t   17       0          3              3      HT     6    68      0
 4A002144  10  13   t   17       0          1              3      HT     2    68      0
 4A002444  10  13   t   17       0          4              3      HT     8    68      0
 4A002244  10  13   t   17       0          2              3      HT     4    68      0
 4A002644  10  13   t   17       0          6              3      HT    12    68      0
 4A0025C5  10  13   b   17       1          6              0      HT    11    69      0
 4A0023C5  10  13   b   17       1          4              0      HT     7    69      0
 4A0021C5  10  13   b   17       1          2              0      HT     3    69      0
 4A0022C5  10  13   b   17       1          3              0      HT     5    69      0
 4A0020C5  10  13   b   17       1          1              0      HT     1    69      0
 4A0024C5  10  13   b   17       1          5              0      HT     9    69      0
 4A0025C6  10  13   b   17       1          6              1      HT    11    70      0
 4A0023C6  10  13   b   17       1          4              1      HT     7    70      0
 4A0021C6  10  13   b   17       1          2              1      HT     3    70      0
 4A0022C6  10  13   b   17       1          3              1      HT     5    70      0
 4A0020C6  10  13   b   17       1          1              1      HT     1    70      0
 4A0024C6  10  13   b   17       1          5              1      HT     9    70      0
 4A002545  10  13   b   17       1          5              2      HT    10    69      0
 4A002345  10  13   b   17       1          3              2      HT     6    69      0
 4A002145  10  13   b   17       1          1              2      HT     2    69      0
 4A002445  10  13   b   17       1          4              2      HT     8    69      0
 4A002245  10  13   b   17       1          2              2      HT     4    69      0
 4A002645  10  13   b   17       1          6              2      HT    12    69      0
 4A002546  10  13   b   17       1          5              3      HT    10    70      0
 4A002346  10  13   b   17       1          3              3      HT     6    70      0
 4A002146  10  13   b   17       1          1              3      HT     2    70      0
 4A002446  10  13   b   17       1          4              3      HT     8    70      0
 4A002246  10  13   b   17       1          2              3      HT     4    70      0
 4A002646  10  13   b   17       1          6              3      HT    12    70      0
 4A002743  10  14   t   17       2          1              2      HT    14    67      0
 4A0027C3  10  14   t   17       2          2              0      HT    15    67      0
 4A0026C3  10  14   t   17       2          1              0      HT    13    67      0
 4A002843  10  14   t   17       2          2              2      HT    16    67      0
 4A002744  10  14   t   17       2          1              3      HT    14    68      0
 4A0027C4  10  14   t   17       2          2              1      HT    15    68      0
 4A0026C4  10  14   t   17       2          1              1      HT    13    68      0
 4A002844  10  14   t   17       2          2              3      HT    16    68      0
 4A0028C3  10  14   t   17       2          3              0      HT    17    67      0
 4A002D43  10  14   t   17       2          4              0      HT    26    67      0
 4A002D44  10  14   t   17       2          4              1      HT    26    68      0
 4A002943  10  14   t   17       2          3              2      HT    18    67      0
 4A0028C4  10  14   t   17       2          3              1      HT    17    68      0
 4A002CC3  10  14   t   17       2          4              2      HT    25    67      0
 4A002CC4  10  14   t   17       2          4              3      HT    25    68      0
 4A002944  10  14   t   17       2          3              3      HT    18    68      0
 4A002745  10  14   b   17       3          1              2      HT    14    69      0
 4A0027C5  10  14   b   17       3          2              0      HT    15    69      0
 4A0026C5  10  14   b   17       3          1              0      HT    13    69      0
 4A002845  10  14   b   17       3          2              2      HT    16    69      0
 4A002746  10  14   b   17       3          1              3      HT    14    70      0
 4A0027C6  10  14   b   17       3          2              1      HT    15    70      0
 4A0026C6  10  14   b   17       3          1              1      HT    13    70      0
 4A002846  10  14   b   17       3          2              3      HT    16    70      0
 4A0028C5  10  14   b   17       3          3              0      HT    17    69      0
 4A002CC5  10  14   b   17       3          4              2      HT    25    69      0
 4A002CC6  10  14   b   17       3          4              3      HT    25    70      0
 4A002945  10  14   b   17       3          3              2      HT    18    69      0
 4A0028C6  10  14   b   17       3          3              1      HT    17    70      0
 4A002D45  10  14   b   17       3          4              0      HT    26    69      0
 4A002D46  10  14   b   17       3          4              1      HT    26    70      0
 4A002946  10  14   b   17       3          3              3      HT    18    70      0
 4A002E43  10  15   t   17       4          4              0      HT    28    67      0
 4A002E44  10  15   t   17       4          4              1      HT    28    68      0
 4A002C43  10  15   t   17       4          3              2      HT    24    67      0
 4A002C44  10  15   t   17       4          3              3      HT    24    68      0
 4A002DC3  10  15   t   17       4          4              2      HT    27    67      0
 4A002DC4  10  15   t   17       4          4              3      HT    27    68      0
 4A002BC3  10  15   t   17       4          3              0      HT    23    67      0
 4A002BC4  10  15   t   17       4          3              1      HT    23    68      0
 4A002A43  10  15   t   17       4          1              2      HT    20    67      0
 4A0029C3  10  15   t   17       4          1              0      HT    19    67      0
 4A002B43  10  15   t   17       4          2              2      HT    22    67      0
 4A002B44  10  15   t   17       4          2              3      HT    22    68      0
 4A002A44  10  15   t   17       4          1              3      HT    20    68      0
 4A0029C4  10  15   t   17       4          1              1      HT    19    68      0
 4A002AC3  10  15   t   17       4          2              0      HT    21    67      0
 4A002AC4  10  15   t   17       4          2              1      HT    21    68      0
 4A002DC5  10  15   b   17       5          4              2      HT    27    69      0
 4A002DC6  10  15   b   17       5          4              3      HT    27    70      0
 4A002BC5  10  15   b   17       5          3              0      HT    23    69      0
 4A002BC6  10  15   b   17       5          3              1      HT    23    70      0
 4A002E45  10  15   b   17       5          4              0      HT    28    69      0
 4A002E46  10  15   b   17       5          4              1      HT    28    70      0
 4A002C45  10  15   b   17       5          3              2      HT    24    69      0
 4A002C46  10  15   b   17       5          3              3      HT    24    70      0
 4A002A45  10  15   b   17       5          1              2      HT    20    69      0
 4A0029C5  10  15   b   17       5          1              0      HT    19    69      0
 4A002AC5  10  15   b   17       5          2              0      HT    21    69      0
 4A002AC6  10  15   b   17       5          2              1      HT    21    70      0
 4A002A46  10  15   b   17       5          1              3      HT    20    70      0
 4A0029C6  10  15   b   17       5          1              1      HT    19    70      0
 4A002B45  10  15   b   17       5          2              2      HT    22    69      0
 4A002B46  10  15   b   17       5          2              3      HT    22    70      0
 4A0025C7  10  16   t   17       6          6              0      HT    11    71      0
 4A0023C7  10  16   t   17       6          4              0      HT     7    71      0
 4A0021C7  10  16   t   17       6          2              0      HT     3    71      0
 4A0022C7  10  16   t   17       6          3              0      HT     5    71      0
 4A0020C7  10  16   t   17       6          1              0      HT     1    71      0
 4A0024C7  10  16   t   17       6          5              0      HT     9    71      0
 4A0025C8  10  16   t   17       6          6              1      HT    11    72      0
 4A0023C8  10  16   t   17       6          4              1      HT     7    72      0
 4A0021C8  10  16   t   17       6          2              1      HT     3    72      0
 4A0022C8  10  16   t   17       6          3              1      HT     5    72      0
 4A0020C8  10  16   t   17       6          1              1      HT     1    72      0
 4A0024C8  10  16   t   17       6          5              1      HT     9    72      0
 4A002547  10  16   t   17       6          5              2      HT    10    71      0
 4A002347  10  16   t   17       6          3              2      HT     6    71      0
 4A002147  10  16   t   17       6          1              2      HT     2    71      0
 4A002447  10  16   t   17       6          4              2      HT     8    71      0
 4A002247  10  16   t   17       6          2              2      HT     4    71      0
 4A002647  10  16   t   17       6          6              2      HT    12    71      0
 4A002548  10  16   t   17       6          5              3      HT    10    72      0
 4A002348  10  16   t   17       6          3              3      HT     6    72      0
 4A002148  10  16   t   17       6          1              3      HT     2    72      0
 4A002448  10  16   t   17       6          4              3      HT     8    72      0
 4A002248  10  16   t   17       6          2              3      HT     4    72      0
 4A002648  10  16   t   17       6          6              3      HT    12    72      0
 4A002581  10  16   b   17       7          6              0      HT    11     1      0
 4A002381  10  16   b   17       7          4              0      HT     7     1      0
 4A002181  10  16   b   17       7          2              0      HT     3     1      0
 4A002281  10  16   b   17       7          3              0      HT     5     1      0
 4A002081  10  16   b   17       7          1              0      HT     1     1      0
 4A002481  10  16   b   17       7          5              0      HT     9     1      0
 4A002582  10  16   b   17       7          6              1      HT    11     2      0
 4A002382  10  16   b   17       7          4              1      HT     7     2      0
 4A002182  10  16   b   17       7          2              1      HT     3     2      0
 4A002282  10  16   b   17       7          3              1      HT     5     2      0
 4A002082  10  16   b   17       7          1              1      HT     1     2      0
 4A002482  10  16   b   17       7          5              1      HT     9     2      0
 4A002501  10  16   b   17       7          5              2      HT    10     1      0
 4A002301  10  16   b   17       7          3              2      HT     6     1      0
 4A002101  10  16   b   17       7          1              2      HT     2     1      0
 4A002401  10  16   b   17       7          4              2      HT     8     1      0
 4A002201  10  16   b   17       7          2              2      HT     4     1      0
 4A002601  10  16   b   17       7          6              2      HT    12     1      0
 4A002502  10  16   b   17       7          5              3      HT    10     2      0
 4A002302  10  16   b   17       7          3              3      HT     6     2      0
 4A002102  10  16   b   17       7          1              3      HT     2     2      0
 4A002402  10  16   b   17       7          4              3      HT     8     2      0
 4A002202  10  16   b   17       7          2              3      HT     4     2      0
 4A002602  10  16   b   17       7          6              3      HT    12     2      0
 4A002747  10  17   t   17       8          1              2      HT    14    71      0
 4A0027C7  10  17   t   17       8          2              0      HT    15    71      0
 4A0026C7  10  17   t   17       8          1              0      HT    13    71      0
 4A002847  10  17   t   17       8          2              2      HT    16    71      0
 4A002748  10  17   t   17       8          1              3      HT    14    72      0
 4A0027C8  10  17   t   17       8          2              1      HT    15    72      0
 4A0026C8  10  17   t   17       8          1              1      HT    13    72      0
 4A002848  10  17   t   17       8          2              3      HT    16    72      0
 4A0028C7  10  17   t   17       8          3              0      HT    17    71      0
 4A002D47  10  17   t   17       8          4              2      HT    26    71      0
 4A002D48  10  17   t   17       8          4              3      HT    26    72      0
 4A002947  10  17   t   17       8          3              2      HT    18    71      0
 4A0028C8  10  17   t   17       8          3              1      HT    17    72      0
 4A002CC7  10  17   t   17       8          4              0      HT    25    71      0
 4A002CC8  10  17   t   17       8          4              1      HT    25    72      0
 4A002948  10  17   t   17       8          3              3      HT    18    72      0
 4A002701  10  17   b   17       9          1              2      HT    14     1      0
 4A002781  10  17   b   17       9          2              0      HT    15     1      0
 4A002681  10  17   b   17       9          1              0      HT    13     1      0
 4A002801  10  17   b   17       9          2              2      HT    16     1      0
 4A002702  10  17   b   17       9          1              3      HT    14     2      0
 4A002782  10  17   b   17       9          2              1      HT    15     2      0
 4A002682  10  17   b   17       9          1              1      HT    13     2      0
 4A002802  10  17   b   17       9          2              3      HT    16     2      0
 4A002881  10  17   b   17       9          3              0      HT    17     1      0
 4A002C81  10  17   b   17       9          4              0      HT    25     1      0
 4A002C82  10  17   b   17       9          4              1      HT    25     2      0
 4A002901  10  17   b   17       9          3              2      HT    18     1      0
 4A002882  10  17   b   17       9          3              1      HT    17     2      0
 4A002D01  10  17   b   17       9          4              2      HT    26     1      0
 4A002D02  10  17   b   17       9          4              3      HT    26     2      0
 4A002902  10  17   b   17       9          3              3      HT    18     2      0
 4A002E47  10  18   t   17      10          4              2      HT    28    71      0
 4A002E48  10  18   t   17      10          4              3      HT    28    72      0
 4A002C47  10  18   t   17      10          3              2      HT    24    71      0
 4A002C48  10  18   t   17      10          3              3      HT    24    72      0
 4A002DC7  10  18   t   17      10          4              0      HT    27    71      0
 4A002DC8  10  18   t   17      10          4              1      HT    27    72      0
 4A002BC7  10  18   t   17      10          3              0      HT    23    71      0
 4A002BC8  10  18   t   17      10          3              1      HT    23    72      0
 4A002A47  10  18   t   17      10          1              2      HT    20    71      0
 4A0029C7  10  18   t   17      10          1              0      HT    19    71      0
 4A002B47  10  18   t   17      10          2              2      HT    22    71      0
 4A002B48  10  18   t   17      10          2              3      HT    22    72      0
 4A002A48  10  18   t   17      10          1              3      HT    20    72      0
 4A0029C8  10  18   t   17      10          1              1      HT    19    72      0
 4A002AC7  10  18   t   17      10          2              0      HT    21    71      0
 4A002AC8  10  18   t   17      10          2              1      HT    21    72      0
 4A002D81  10  18   b   17      11          4              0      HT    27     1      0
 4A002D82  10  18   b   17      11          4              1      HT    27     2      0
 4A002B81  10  18   b   17      11          3              0      HT    23     1      0
 4A002B82  10  18   b   17      11          3              1      HT    23     2      0
 4A002E01  10  18   b   17      11          4              2      HT    28     1      0
 4A002E02  10  18   b   17      11          4              3      HT    28     2      0
 4A002C01  10  18   b   17      11          3              2      HT    24     1      0
 4A002C02  10  18   b   17      11          3              3      HT    24     2      0
 4A002A01  10  18   b   17      11          1              2      HT    20     1      0
 4A002981  10  18   b   17      11          1              0      HT    19     1      0
 4A002A81  10  18   b   17      11          2              0      HT    21     1      0
 4A002A82  10  18   b   17      11          2              1      HT    21     2      0
 4A002A02  10  18   b   17      11          1              3      HT    20     2      0
 4A002982  10  18   b   17      11          1              1      HT    19     2      0
 4A002B01  10  18   b   17      11          2              2      HT    22     1      0
 4A002B02  10  18   b   17      11          2              3      HT    22     2      0
 4A0005A4  11   2   t    8       0          6              1      HT   -11    36      0
 4A0003A4  11   2   t    8       0          4              1      HT    -7    36      0
 4A0001A4  11   2   t    8       0          2              1      HT    -3    36      0
 4A0002A4  11   2   t    8       0          3              1      HT    -5    36      0
 4A0000A4  11   2   t    8       0          1              1      HT    -1    36      0
 4A0004A4  11   2   t    8       0          5              1      HT    -9    36      0
 4A0005A3  11   2   t    8       0          6              0      HT   -11    35      0
 4A0003A3  11   2   t    8       0          4              0      HT    -7    35      0
 4A0001A3  11   2   t    8       0          2              0      HT    -3    35      0
 4A0002A3  11   2   t    8       0          3              0      HT    -5    35      0
 4A0000A3  11   2   t    8       0          1              0      HT    -1    35      0
 4A0004A3  11   2   t    8       0          5              0      HT    -9    35      0
 4A000524  11   2   t    8       0          5              3      HT   -10    36      0
 4A000324  11   2   t    8       0          3              3      HT    -6    36      0
 4A000124  11   2   t    8       0          1              3      HT    -2    36      0
 4A000424  11   2   t    8       0          4              3      HT    -8    36      0
 4A000224  11   2   t    8       0          2              3      HT    -4    36      0
 4A000624  11   2   t    8       0          6              3      HT   -12    36      0
 4A000523  11   2   t    8       0          5              2      HT   -10    35      0
 4A000323  11   2   t    8       0          3              2      HT    -6    35      0
 4A000123  11   2   t    8       0          1              2      HT    -2    35      0
 4A000423  11   2   t    8       0          4              2      HT    -8    35      0
 4A000223  11   2   t    8       0          2              2      HT    -4    35      0
 4A000623  11   2   t    8       0          6              2      HT   -12    35      0
 4A0005A6  11   2   b    8       1          6              1      HT   -11    38      0
 4A0003A6  11   2   b    8       1          4              1      HT    -7    38      0
 4A0001A6  11   2   b    8       1          2              1      HT    -3    38      0
 4A0002A6  11   2   b    8       1          3              1      HT    -5    38      0
 4A0000A6  11   2   b    8       1          1              1      HT    -1    38      0
 4A0004A6  11   2   b    8       1          5              1      HT    -9    38      0
 4A0005A5  11   2   b    8       1          6              0      HT   -11    37      0
 4A0003A5  11   2   b    8       1          4              0      HT    -7    37      0
 4A0001A5  11   2   b    8       1          2              0      HT    -3    37      0
 4A0002A5  11   2   b    8       1          3              0      HT    -5    37      0
 4A0000A5  11   2   b    8       1          1              0      HT    -1    37      0
 4A0004A5  11   2   b    8       1          5              0      HT    -9    37      0
 4A000526  11   2   b    8       1          5              3      HT   -10    38      0
 4A000326  11   2   b    8       1          3              3      HT    -6    38      0
 4A000126  11   2   b    8       1          1              3      HT    -2    38      0
 4A000426  11   2   b    8       1          4              3      HT    -8    38      0
 4A000226  11   2   b    8       1          2              3      HT    -4    38      0
 4A000626  11   2   b    8       1          6              3      HT   -12    38      0
 4A000525  11   2   b    8       1          5              2      HT   -10    37      0
 4A000325  11   2   b    8       1          3              2      HT    -6    37      0
 4A000125  11   2   b    8       1          1              2      HT    -2    37      0
 4A000425  11   2   b    8       1          4              2      HT    -8    37      0
 4A000225  11   2   b    8       1          2              2      HT    -4    37      0
 4A000625  11   2   b    8       1          6              2      HT   -12    37      0
 4A000724  11   3   t    8       2          1              3      HT   -14    36      0
 4A0007A4  11   3   t    8       2          2              1      HT   -15    36      0
 4A0006A4  11   3   t    8       2          1              1      HT   -13    36      0
 4A000824  11   3   t    8       2          2              3      HT   -16    36      0
 4A000723  11   3   t    8       2          1              2      HT   -14    35      0
 4A0007A3  11   3   t    8       2          2              0      HT   -15    35      0
 4A0006A3  11   3   t    8       2          1              0      HT   -13    35      0
 4A000823  11   3   t    8       2          2              2      HT   -16    35      0
 4A0008A4  11   3   t    8       2          3              1      HT   -17    36      0
 4A000CA3  11   3   t    8       2          4              2      HT   -25    35      0
 4A000CA4  11   3   t    8       2          4              3      HT   -25    36      0
 4A000924  11   3   t    8       2          3              3      HT   -18    36      0
 4A0008A3  11   3   t    8       2          3              0      HT   -17    35      0
 4A000D23  11   3   t    8       2          4              0      HT   -26    35      0
 4A000D24  11   3   t    8       2          4              1      HT   -26    36      0
 4A000923  11   3   t    8       2          3              2      HT   -18    35      0
 4A000726  11   3   b    8       3          1              3      HT   -14    38      0
 4A0007A6  11   3   b    8       3          2              1      HT   -15    38      0
 4A0006A6  11   3   b    8       3          1              1      HT   -13    38      0
 4A000826  11   3   b    8       3          2              3      HT   -16    38      0
 4A000725  11   3   b    8       3          1              2      HT   -14    37      0
 4A0007A5  11   3   b    8       3          2              0      HT   -15    37      0
 4A0006A5  11   3   b    8       3          1              0      HT   -13    37      0
 4A000825  11   3   b    8       3          2              2      HT   -16    37      0
 4A0008A6  11   3   b    8       3          3              1      HT   -17    38      0
 4A000D25  11   3   b    8       3          4              0      HT   -26    37      0
 4A000D26  11   3   b    8       3          4              1      HT   -26    38      0
 4A000926  11   3   b    8       3          3              3      HT   -18    38      0
 4A0008A5  11   3   b    8       3          3              0      HT   -17    37      0
 4A000CA5  11   3   b    8       3          4              2      HT   -25    37      0
 4A000CA6  11   3   b    8       3          4              3      HT   -25    38      0
 4A000925  11   3   b    8       3          3              2      HT   -18    37      0
 4A000DA3  11   4   t    8       4          4              2      HT   -27    35      0
 4A000DA4  11   4   t    8       4          4              3      HT   -27    36      0
 4A000BA3  11   4   t    8       4          3              0      HT   -23    35      0
 4A000BA4  11   4   t    8       4          3              1      HT   -23    36      0
 4A000E23  11   4   t    8       4          4              0      HT   -28    35      0
 4A000E24  11   4   t    8       4          4              1      HT   -28    36      0
 4A000C23  11   4   t    8       4          3              2      HT   -24    35      0
 4A000C24  11   4   t    8       4          3              3      HT   -24    36      0
 4A000A24  11   4   t    8       4          1              3      HT   -20    36      0
 4A0009A4  11   4   t    8       4          1              1      HT   -19    36      0
 4A000AA3  11   4   t    8       4          2              0      HT   -21    35      0
 4A000AA4  11   4   t    8       4          2              1      HT   -21    36      0
 4A000A23  11   4   t    8       4          1              2      HT   -20    35      0
 4A0009A3  11   4   t    8       4          1              0      HT   -19    35      0
 4A000B23  11   4   t    8       4          2              2      HT   -22    35      0
 4A000B24  11   4   t    8       4          2              3      HT   -22    36      0
 4A000E25  11   4   b    8       5          4              0      HT   -28    37      0
 4A000E26  11   4   b    8       5          4              1      HT   -28    38      0
 4A000C25  11   4   b    8       5          3              2      HT   -24    37      0
 4A000C26  11   4   b    8       5          3              3      HT   -24    38      0
 4A000DA5  11   4   b    8       5          4              2      HT   -27    37      0
 4A000DA6  11   4   b    8       5          4              3      HT   -27    38      0
 4A000BA5  11   4   b    8       5          3              0      HT   -23    37      0
 4A000BA6  11   4   b    8       5          3              1      HT   -23    38      0
 4A000A26  11   4   b    8       5          1              3      HT   -20    38      0
 4A0009A6  11   4   b    8       5          1              1      HT   -19    38      0
 4A000B25  11   4   b    8       5          2              2      HT   -22    37      0
 4A000B26  11   4   b    8       5          2              3      HT   -22    38      0
 4A000A25  11   4   b    8       5          1              2      HT   -20    37      0
 4A0009A5  11   4   b    8       5          1              0      HT   -19    37      0
 4A000AA5  11   4   b    8       5          2              0      HT   -21    37      0
 4A000AA6  11   4   b    8       5          2              1      HT   -21    38      0
 4A0005A8  11   5   t    8       6          6              1      HT   -11    40      0
 4A0003A8  11   5   t    8       6          4              1      HT    -7    40      0
 4A0001A8  11   5   t    8       6          2              1      HT    -3    40      0
 4A0002A8  11   5   t    8       6          3              1      HT    -5    40      0
